id	character	keyword	frame	reviewed
rtk1383	骨	skeleton	1383	no
rtk1384	滑	slippery	1384	no
rtk1385	髄	marrow	1385	no
rtk1386	禍	calamity	1386	no
rtk1387	渦	whirlpool	1387	no
rtk1388	鍋	pot	1388	no
rtk1389	過	overdo	1389	no
rtk1390	阪	heights	1390	yes
rtk1391	阿	africa	1391	yes
rtk1392	際	occasion	1392	yes
rtk1393	障	hinder	1393	yes
rtk1394	隙	chink	1394	yes
rtk1395	随	follow	1395	yes
rtk1396	陪	auxiliary	1396	yes
rtk1397	陽	sunshine	1397	yes
rtk1398	陳	line up	1398	yes
rtk1399	防	ward off	1399	yes
rtk1400	附	affixed	1400	yes
rtk1401	院	inst.	1401	yes
rtk1402	陣	camp	1402	yes
rtk1403	隊	regiment	1403	yes
rtk1404	墜	crash	1404	yes
rtk1405	降	descend	1405	yes
rtk1406	階	story	1406	yes
rtk1407	陛	highness	1407	yes
rtk1408	隣	neighboring	1408	yes
rtk1409	隔	isolate	1409	yes
rtk1410	隠	conceal	1410	yes
rtk1411	堕	degenerate	1411	yes
rtk1412	陥	collapse	1412	yes
rtk1413	穴	hole	1413	yes
rtk1414	空	empty	1414	yes
rtk1415	控	withdraw	1415	yes
rtk1416	突	stab	1416	yes
rtk1417	究	research	1417	yes
rtk1418	窒	plug up	1418	yes
rtk1419	窃	stealth	1419	yes
rtk1420	窟	cavern	1420	yes
rtk1421	窪	depression	1421	yes
rtk1422	搾	squeeze	1422	yes
rtk1423	窯	kiln	1423	yes
rtk1424	窮	hard up	1424	yes
rtk1425	探	grope	1425	yes
rtk1426	深	deep	1426	no
rtk1427	丘	hill	1427	no
rtk1428	岳	point	1428	no
rtk1429	兵	soldier	1429	no
rtk1430	浜	seacoast	1430	no
rtk1431	糸	thread	1431	no
rtk1432	織	weave	1432	no
rtk1433	繕	darning	1433	yes
rtk1434	縮	shrink	1434	yes
rtk1435	繁	luxuriant	1435	yes
rtk1436	縦	vertical	1436	yes
rtk1437	緻	fine	1437	yes
rtk1438	線	line	1438	no
rtk1439	綻	come apart at the seams	1439	yes
rtk1440	締	tighten	1440	yes
rtk1441	維	fiber	1441	no
rtk1442	羅	gauze	1442	yes
rtk1443	練	practice	1443	no
rtk1444	緒	thong	1444	no
rtk1445	続	continue	1445	no
rtk1446	絵	picture	1446	yes
rtk1447	統	overall	1447	yes
rtk1448	絞	strangle	1448	no
rtk1449	給	salary	1449	yes
rtk1450	絡	entwine	1450	yes
rtk1451	結	tie	1451	yes
rtk1452	終	end	1452	yes
rtk1453	級	class	1453	no
rtk1454	紀	chronicle	1454	no
rtk1455	紅	crimson	1455	no
rtk1456	納	settlement	1456	yes
rtk1457	紡	spinning	1457	no
rtk1458	紛	distract	1458	yes
rtk1459	紹	introduce	1459	no
rtk1460	経	sutra	1460	no
rtk1461	紳	sire	1461	no
rtk1462	約	promise	1462	yes
rtk1463	細	dainty	1463	no
rtk1464	累	accumulate	1464	no
rtk1465	索	cord	1465	no
rtk1466	総	general	1466	yes
rtk1467	綿	cotton	1467	no
rtk1468	絹	silk	1468	no
rtk1469	繰	winding	1469	no
rtk1470	継	inherit	1470	no
rtk1471	緑	green	1471	no
rtk1472	縁	affinity	1472	no
rtk1473	網	netting	1473	yes
rtk1474	緊	tense	1474	no
rtk1475	紫	purple	1475	no
rtk1476	縛	truss	1476	no
rtk1477	縄	straw rope	1477	no
rtk1478	幼	infancy	1478	no
rtk1479	後	behind	1479	no
rtk1480	幽	faint	1480	no
rtk1481	幾	how many	1481	no
rtk1482	機	mechanism	1482	no
rtk1483	畿	capital suburbs	1483	no
rtk1484	玄	mysterious	1484	no
rtk1485	畜	livestock	1485	no
rtk1486	蓄	amass	1486	yes
rtk1487	弦	bowstring	1487	no
rtk1488	擁	hug	1488	yes
rtk1489	滋	nourishing	1489	yes
rtk1490	慈	mercy	1490	yes
rtk1491	磁	magnet	1491	yes
rtk1492	系	lineage	1492	no
rtk1493	係	person in charge	1493	yes
rtk1494	孫	grandchild	1494	no
rtk1495	懸	suspend	1495	yes
rtk1496	遜	modest	1496	no
rtk1497	却	instead	1497	no
rtk1498	脚	shins	1498	no
rtk1499	卸	wholesale	1499	yes
rtk1500	御	honorable	1500	yes
rtk1501	服	clothing	1501	no
rtk1502	命	fate	1502	no
rtk1503	令	orders	1503	no
rtk1504	零	zero	1504	no
rtk1505	齢	age	1505	no
rtk1506	冷	cool	1506	no
rtk1507	領	jurisdiction	1507	yes
rtk1508	鈴	small bell	1508	no
rtk1509	勇	courage	1509	yes
rtk1510	湧	bubble up	1510	yes
rtk1511	通	traffic	1511	no
rtk1512	踊	jump	1512	no
rtk1513	疑	doubt	1513	yes
rtk1514	擬	mimic	1514	yes
rtk1515	凝	congeal	1515	yes
rtk1516	範	pattern	1516	yes
rtk1517	犯	crime	1517	no
rtk1518	氾	widespread	1518	no
rtk1519	厄	unlucky	1519	no
rtk1520	危	dangerous	1520	no
rtk1521	宛	address	1521	yes
rtk1522	腕	arm	1522	yes
rtk1523	苑	garden	1523	no
rtk1524	怨	grudge	1524	no
rtk1525	柳	willow	1525	no
rtk1526	卵	egg	1526	no
rtk1527	留	detain	1527	no
rtk1528	瑠	marine blue	1528	no
rtk1529	貿	trade	1529	yes
rtk1530	印	stamp	1530	no
rtk1531	臼	mortar	1531	no
rtk1532	毀	break	1532	no
rtk1533	興	entertain	1533	no
rtk1534	酉	sign of the bird	1534	no
rtk1535	酒	sake	1535	no
rtk1536	酌	bartending	1536	no
rtk1537	酎	hooch	1537	no
rtk1538	酵	fermentation	1538	no
rtk1539	酷	cruel	1539	no
rtk1540	酬	repay	1540	no
rtk1541	酪	dairy products	1541	no
rtk1542	酢	vinegar	1542	no
rtk1543	酔	drunk	1543	no
rtk1544	配	distribute	1544	no
rtk1545	酸	acid	1545	no
rtk1546	猶	waver	1546	yes
rtk1547	尊	revered	1547	yes
rtk1548	豆	beans	1548	yes
rtk1549	頭	head	1549	yes
rtk1550	短	short	1550	yes
rtk1551	豊	bountiful	1551	yes
rtk1552	鼓	drum	1552	yes
rtk1553	喜	rejoice	1553	yes
rtk1554	樹	timber-trees	1554	yes
rtk1555	皿	dish	1555	no
rtk1556	血	blood	1556	no
rtk1557	盆	basin	1557	no
rtk1558	盟	alliance	1558	no
rtk1559	盗	steal	1559	no
rtk1560	温	warm	1560	no
rtk1561	蓋	lid	1561	no
rtk1562	監	oversee	1562	yes
rtk1563	濫	overflow	1563	yes
rtk1564	鑑	specimen	1564	yes
rtk1565	藍	indigo	1565	yes
rtk1566	猛	fierce	1566	yes
rtk1567	盛	boom	1567	no
rtk1568	塩	salt	1568	yes
rtk1569	銀	silver	1569	no
rtk1570	恨	resentment	1570	yes
rtk1571	根	root	1571	no
rtk1572	即	instant	1572	no
rtk1573	爵	baron	1573	yes
rtk1574	節	node	1574	yes
rtk1575	退	retreat	1575	no
rtk1576	限	limit	1576	yes
rtk1577	眼	eyeball	1577	no
rtk1578	良	good	1578	no
rtk1579	朗	melodious	1579	no
rtk1580	浪	wandering	1580	no
rtk1581	娘	daughter	1581	no
rtk1582	食	eat	1582	no
rtk1583	飯	meal	1583	no
rtk1584	飲	drink	1584	no
rtk1585	飢	hungry	1585	no
rtk1586	餓	starve	1586	no
rtk1587	飾	decorate	1587	yes
rtk1588	餌	feed	1588	no
rtk1589	館	bldg.	1589	yes
rtk1590	餅	mochi	1590	yes
rtk1591	養	foster	1591	yes
rtk1592	飽	sated	1592	no
rtk1593	既	previously	1593	no
rtk1594	概	outline	1594	no
rtk1595	慨	rue	1595	yes
rtk1596	平	even	1596	yes
rtk1597	呼	call	1597	yes
rtk1598	坪	two-mat area	1598	yes
rtk1599	評	evaluate	1599	yes
rtk1600	刈	reap	1600	no
rtk1601	刹	moment	1601	yes
rtk1602	希	hope	1602	no
rtk1603	凶	villain	1603	no
rtk1604	胸	bosom	1604	no
rtk1605	離	detach	1605	no
rtk1606	璃	crystal	1606	no
rtk1607	殺	kill	1607	no
rtk1608	爽	bracing	1608	no
rtk1609	純	genuine	1609	no
rtk1610	頓	immediate	1610	yes
rtk1611	鈍	dull	1611	no
rtk1612	辛	spicy	1612	no
rtk1613	辞	resign	1613	no
rtk1614	梓	catalpa	1614	no
rtk1615	宰	superintend	1615	yes
rtk1616	壁	wall	1616	yes
rtk1617	璧	holed gem	1617	yes
rtk1618	避	evade	1618	no
rtk1619	新	new	1619	yes
rtk1620	薪	firewood	1620	yes
rtk1621	親	parent	1621	yes
rtk1622	幸	happiness	1622	no
rtk1623	執	tenacious	1623	yes
rtk1624	摯	clasp	1624	no
rtk1625	報	report	1625	yes
rtk1626	叫	shout	1626	no
rtk1627	糾	twist	1627	no
rtk1628	収	income	1628	no
rtk1629	卑	lowly	1629	no
rtk1630	碑	tombstone	1630	no
rtk1631	陸	land	1631	yes
rtk1632	睦	intimate	1632	no
rtk1633	勢	forces	1633	no
rtk1634	熱	heat	1634	no
rtk1635	菱	diamond	1635	no
rtk1636	陵	mausoleum	1636	yes
rtk1637	亥	sign of the hog	1637	no
rtk1638	核	nucleus	1638	no
rtk1639	刻	engrave	1639	yes
rtk1640	該	above-stated	1640	no
rtk1641	骸	remains	1641	no
rtk1642	劾	censure	1642	no
rtk1643	述	mention	1643	no
rtk1644	術	art	1644	no
rtk1645	寒	cold	1645	yes
rtk1646	塞	block up	1646	yes
rtk1647	醸	brew	1647	no
rtk1648	譲	defer	1648	no
rtk1649	壌	lot	1649	no
rtk1650	嬢	lass	1650	no
rtk1651	毒	poison	1651	no
rtk1652	素	elementary	1652	no
rtk1653	麦	barley	1653	no
rtk1654	青	blue	1654	no
rtk1655	精	refined	1655	no
rtk1656	請	solicit	1656	no
rtk1657	情	feelings	1657	yes
rtk1658	晴	clear up	1658	no
rtk1659	清	pure	1659	no
rtk1660	静	quiet	1660	no
rtk1661	責	blame	1661	yes
rtk1662	績	exploits	1662	yes
rtk1663	積	volume	1663	yes
rtk1664	債	bond	1664	yes
rtk1665	漬	pickling	1665	yes
rtk1666	表	surface	1666	no
rtk1667	俵	bag	1667	yes
rtk1668	潔	undefiled	1668	no
rtk1669	契	pledge	1669	no
rtk1670	喫	consume	1670	no
rtk1671	害	harm	1671	yes
rtk1672	轄	control	1672	yes
rtk1673	割	proportion	1673	yes
rtk1674	憲	constitution	1674	yes
rtk1675	生	life	1675	no
rtk1676	星	star	1676	no
rtk1677	醒	awakening	1677	no
rtk1678	姓	surname	1678	no
rtk1679	性	sex	1679	yes
rtk1680	牲	animal sacrifice	1680	no
rtk1681	産	products	1681	yes
rtk1682	隆	hump	1682	yes
rtk1683	峰	summit	1683	no
rtk1684	蜂	bee	1684	no
rtk1685	縫	sew	1685	no
rtk1686	拝	worship	1686	yes
rtk1687	寿	longevity	1687	no
rtk1688	鋳	casting	1688	no
rtk1689	籍	enroll	1689	yes
rtk1690	春	springtime	1690	no
rtk1691	椿	camellia	1691	no
rtk1692	泰	peaceful	1692	no
rtk1693	奏	play music	1693	no
rtk1694	実	reality	1694	yes
rtk1695	奉	dedicate	1695	no
rtk1696	俸	stipend	1696	yes
rtk1697	棒	rod	1697	no
rtk1698	謹	discreet	1698	no
rtk1699	僅	trifle	1699	yes
rtk1700	勤	diligence	1700	no
rtk1701	漢	sino-	1701	no
rtk1702	嘆	sigh	1702	no
rtk1703	難	difficult	1703	no
rtk1704	華	splendor	1704	no
rtk1705	垂	droop	1705	no
rtk1706	唾	saliva	1706	no
rtk1707	睡	drowsy	1707	no
rtk1708	錘	spindle	1708	no
rtk1709	乗	ride	1709	no
rtk1710	剰	surplus	1710	yes
rtk1711	今	now	1711	no
rtk1712	含	include	1712	no
rtk1713	貪	covet	1713	yes
rtk1714	吟	versify	1714	no
rtk1715	念	wish	1715	no
rtk1716	捻	wrench	1716	yes
rtk1717	琴	harp	1717	no
rtk1718	陰	shade	1718	yes
rtk1719	予	beforehand	1719	no
rtk1720	序	preface	1720	no
rtk1721	預	deposit	1721	yes
rtk1722	野	plains	1722	no
rtk1723	兼	concurrently	1723	yes
rtk1724	嫌	dislike	1724	yes
rtk1725	鎌	sickle	1725	yes
rtk1726	謙	self-effacing	1726	yes
rtk1727	廉	bargain	1727	yes
rtk1728	西	west	1728	no
rtk1729	価	value	1729	yes
rtk1730	要	need	1730	no
rtk1731	腰	loins	1731	no
rtk1732	票	ballot	1732	no
rtk1733	漂	drift	1733	no
rtk1734	標	signpost	1734	no
rtk1735	栗	chestnut	1735	no
rtk1736	慄	shudder	1736	yes
rtk1737	遷	transition	1737	no
rtk1738	覆	capsize	1738	yes
rtk1739	煙	smoke	1739	no
rtk1740	南	south	1740	yes
rtk1741	楠	camphor tree	1741	yes
rtk1742	献	offering	1742	yes
rtk1743	門	gates	1743	no
rtk1744	問	question	1744	no
rtk1745	閲	review	1745	yes
rtk1746	閥	clique	1746	yes
rtk1747	間	interval	1747	no
rtk1748	闇	pitch dark	1748	no
rtk1749	簡	simplicity	1749	yes
rtk1750	開	open	1750	no
rtk1751	閉	closed	1751	no
rtk1752	閣	tower	1752	no
rtk1753	閑	leisure	1753	no
rtk1754	聞	hear	1754	no
rtk1755	潤	wet	1755	no
rtk1756	欄	column	1756	no
rtk1757	闘	fight	1757	yes
rtk1758	倉	godown	1758	no
rtk1759	創	genesis	1759	yes
rtk1760	非	un-	1760	no
rtk1761	俳	haiku	1761	yes
rtk1762	排	repudiate	1762	yes
rtk1763	悲	sad	1763	no
rtk1764	罪	guilt	1764	yes
rtk1765	輩	comrade	1765	no
rtk1766	扉	front door	1766	no
rtk1767	侯	marquis	1767	yes
rtk1768	喉	throat	1768	yes
rtk1769	候	climate	1769	yes
rtk1770	決	decide	1770	no
rtk1771	快	cheerful	1771	yes
rtk1772	偉	admirable	1772	yes
rtk1773	違	difference	1773	no
rtk1774	緯	horizontal	1774	no
rtk1775	衛	defense	1775	no
rtk1776	韓	korea	1776	no
rtk1777	干	dry	1777	no
rtk1778	肝	liver	1778	no
rtk1779	刊	publish	1779	yes
rtk1780	汗	sweat	1780	no
rtk1781	軒	flats	1781	no
rtk1782	岸	beach	1782	no
rtk1783	幹	tree trunk	1783	no
rtk1784	芋	potato	1784	no
rtk1785	宇	eaves	1785	yes
rtk1786	余	too much	1786	no
rtk1787	除	exclude	1787	yes
rtk1788	徐	gradually	1788	no
rtk1789	叙	confer	1789	no
rtk1790	途	route	1790	no
rtk1791	斜	diagonal	1791	no
rtk1792	塗	paint	1792	no
rtk1793	束	bundle	1793	no
rtk1794	頼	trust	1794	yes
rtk1795	瀬	rapids	1795	yes
rtk1796	勅	imperial order	1796	no
rtk1797	疎	alienate	1797	no
rtk1798	辣	bitter	1798	no
rtk1799	速	quick	1799	no
rtk1800	整	organize	1800	yes
rtk1801	剣	saber	1801	yes
rtk1802	険	precipitous	1802	yes
rtk1803	検	examination	1803	no
rtk1804	倹	frugal	1804	yes
rtk1805	重	heavy	1805	no
rtk1806	動	move	1806	no
rtk1807	腫	tumor	1807	no
rtk1808	勲	meritorious deed	1808	no
rtk1809	働	work	1809	yes
rtk1810	種	species	1810	no
rtk1811	衝	collide	1811	no
rtk1812	薫	fragrant	1812	no
rtk1813	病	ill	1813	no
rtk1814	痴	stupid	1814	yes
rtk1815	痘	pox	1815	yes
rtk1816	症	symptoms	1816	no
rtk1817	瘍	carbuncle	1817	no
rtk1818	痩	lose weight	1818	no
rtk1819	疾	rapidly	1819	yes
rtk1820	嫉	envy	1820	yes
rtk1821	痢	diarrhea	1821	yes
rtk1822	痕	scar	1822	no
rtk1823	疲	tired	1823	no
rtk1824	疫	epidemic	1824	no
rtk1825	痛	pain	1825	no
rtk1826	癖	mannerism	1826	yes
rtk1827	匿	hide	1827	no
rtk1828	匠	artisan	1828	no
rtk1829	医	doctor	1829	yes
rtk1830	匹	equal	1830	no
rtk1831	区	ward	1831	no
rtk1832	枢	hinge	1832	no
rtk1833	殴	assault	1833	no
rtk1834	欧	europe	1834	no
rtk1835	抑	repress	1835	yes
rtk1836	仰	faceup	1836	yes
rtk1837	迎	welcome	1837	no
rtk1838	登	ascend	1838	yes
rtk1839	澄	lucidity	1839	yes
rtk1840	発	discharge	1840	no
rtk1841	廃	abolish	1841	no
rtk1842	僚	colleague	1842	yes
rtk1843	瞭	obvious	1843	yes
rtk1844	寮	dormitory	1844	yes
rtk1845	療	heal	1845	yes
rtk1846	彫	carve	1846	no
rtk1847	形	shape	1847	no
rtk1848	影	shadow	1848	no
rtk1849	杉	cedar	1849	no
rtk1850	彩	coloring	1850	no
rtk1851	彰	patent	1851	no
rtk1852	彦	lad	1852	yes
rtk1853	顔	face	1853	yes
rtk1854	須	ought	1854	yes
rtk1855	膨	swell	1855	yes
rtk1856	参	visit	1856	no
rtk1857	惨	wretched	1857	yes
rtk1858	修	discipline	1858	yes
rtk1859	珍	rare	1859	no
rtk1860	診	checkup	1860	no
rtk1861	文	sentence	1861	no
rtk1862	対	vis-a-vis	1862	no
rtk1863	紋	family crest	1863	no
rtk1864	蚊	mosquito	1864	no
rtk1865	斑	speckled	1865	no
rtk1866	斉	adjusted	1866	no
rtk1867	剤	dose	1867	yes
rtk1868	済	finish	1868	no
rtk1869	斎	purification	1869	no
rtk1870	粛	solemn	1870	no
rtk1871	塁	bases	1871	no
rtk1872	楽	music	1872	no
rtk1873	薬	medicine	1873	no
rtk1874	率	ratio	1874	no
rtk1875	渋	astringent	1875	no
rtk1876	摂	vicarious	1876	yes
rtk1877	央	center	1877	no
rtk1878	英	england	1878	no
rtk1879	映	reflect	1879	no
rtk1880	赤	red	1880	no
rtk1881	赦	pardon	1881	yes
rtk1882	変	unusual	1882	no
rtk1883	跡	tracks	1883	no
rtk1884	蛮	barbarian	1884	no
rtk1885	恋	romance	1885	no
rtk1886	湾	gulf	1886	no
rtk1887	黄	yellow	1887	no
rtk1888	横	sideways	1888	no
rtk1889	把	grasp	1889	yes
rtk1890	色	color	1890	no
rtk1891	絶	discontinue	1891	no
rtk1892	艶	glossy	1892	yes
rtk1893	肥	fertilizer	1893	no
rtk1894	甘	sweet	1894	no
rtk1895	紺	navy blue	1895	no
rtk1896	某	so-and-so	1896	no
rtk1897	謀	conspire	1897	no
rtk1898	媒	mediator	1898	no
rtk1899	欺	deceit	1899	no
rtk1900	棋	chess piece	1900	no
rtk1901	旗	national flag	1901	yes
rtk1902	期	period	1902	no
rtk1903	碁	go	1903	no
rtk1904	基	fundamentals	1904	no
rtk1905	甚	tremendously	1905	no
rtk1906	勘	intuition	1906	no
rtk1907	堪	withstand	1907	no
rtk1908	貴	precious	1908	yes
rtk1909	遺	bequeath	1909	yes
rtk1910	遣	dispatch	1910	no
rtk1911	潰	defile	1911	yes
rtk1912	舞	dance	1912	yes
rtk1913	無	nothingness	1913	yes
rtk1914	組	association	1914	no
rtk1915	粗	coarse	1915	no
rtk1916	租	tariff	1916	no
rtk1917	狙	aim at	1917	yes
rtk1918	祖	ancestor	1918	no
rtk1919	阻	thwart	1919	yes
rtk1920	査	investigate	1920	no
rtk1921	助	help	1921	no
rtk1922	宜	best regards	1922	yes
rtk1923	畳	tatami mat	1923	no
rtk1924	並	row	1924	yes
rtk1925	普	universal	1925	yes
rtk1926	譜	musical score	1926	yes
rtk1927	湿	damp	1927	no
rtk1928	顕	appear	1928	yes
rtk1929	繊	slender	1929	no
rtk1930	霊	spirits	1930	no
rtk1931	業	profession	1931	yes
rtk1932	撲	slap	1932	yes
rtk1933	僕	me	1933	yes
rtk1934	共	together	1934	no
rtk1935	供	submit	1935	yes
rtk1936	異	uncommon	1936	no
rtk1937	翼	wing	1937	no
rtk1938	戴	accept humbly	1938	no
rtk1939	洪	deluge	1939	no
rtk1940	港	harbor	1940	no
rtk1941	暴	outburst	1941	no
rtk1942	爆	bomb	1942	no
rtk1943	恭	respect	1943	no
rtk1944	選	elect	1944	no
rtk1945	殿	mr.	1945	no
rtk1946	井	well	1946	no
rtk1947	丼	donburi	1947	no
rtk1948	囲	surround	1948	no
rtk1949	耕	till	1949	no
rtk1950	亜	asia	1950	no
rtk1951	悪	bad	1951	no
rtk1952	円	circle	1952	no
rtk1953	角	angle	1953	no
rtk1954	触	contact	1954	no
rtk1955	解	unravel	1955	no
rtk1956	再	again	1956	no
rtk1957	講	lecture	1957	no
rtk1958	購	subscription	1958	yes
rtk1959	構	posture	1959	no
rtk1960	溝	gutter	1960	no
rtk1961	論	argument	1961	no
rtk1962	倫	ethics	1962	yes
rtk1963	輪	wheel	1963	no
rtk1964	偏	partial	1964	yes
rtk1965	遍	everywhere	1965	no
rtk1966	編	compilation	1966	no
rtk1967	冊	tome	1967	no
rtk1968	柵	palisade	1968	no
rtk1969	典	code	1969	no
rtk1970	氏	family name	1970	no
rtk1971	紙	paper	1971	no
rtk1972	婚	marriage	1972	no
rtk1973	低	lower	1973	yes
rtk1974	抵	resist	1974	yes
rtk1975	底	bottom	1975	no
rtk1976	民	people	1976	no
rtk1977	眠	sleep	1977	no
rtk1978	捕	catch	1978	yes
rtk1979	哺	suckle	1979	no
rtk1980	浦	bay	1980	no
rtk1981	蒲	bullrush	1981	no
rtk1982	舗	shop	1982	no
rtk1983	補	supplement	1983	no
rtk1984	邸	residence	1984	no
rtk1985	郭	enclosure	1985	no
rtk1986	郡	county	1986	no
rtk1987	郊	outskirts	1987	no
rtk1988	部	section	1988	no
rtk1989	都	metropolis	1989	no
rtk1990	郵	mail	1990	no
rtk1991	邦	home country	1991	no
rtk1992	那	interrogative	1992	no
rtk1993	郷	hometown	1993	no
rtk1994	響	echo	1994	no
rtk1995	郎	son	1995	no
rtk1996	廊	corridor	1996	no
rtk1997	盾	shield	1997	no
rtk1998	循	sequential	1998	no
rtk1999	派	faction	1999	no
rtk2000	脈	vein	2000	no
rtk2001	衆	masses	2001	no
rtk2002	逓	parcel post	2002	no
rtk2003	段	grade	2003	no
rtk2004	鍛	forge	2004	no
rtk2005	后	empress	2005	no
rtk2006	幻	phantasm	2006	no
rtk2007	司	director	2007	no
rtk2008	伺	pay respects	2008	yes
rtk2009	詞	parts of speech	2009	no
rtk2010	飼	domesticate	2010	no
rtk2011	嗣	heir	2011	no
rtk2012	舟	boat	2012	no
rtk2013	舶	liner	2013	no
rtk2014	航	navigate	2014	yes
rtk2015	舷	gunwale	2015	no
rtk2016	般	carrier	2016	no
rtk2017	盤	tray	2017	no
rtk2018	搬	conveyor	2018	yes
rtk2019	船	ship	2019	no
rtk2020	艦	warship	2020	yes
rtk2021	艇	rowboat	2021	no
rtk2022	瓜	melon	2022	no
rtk2023	弧	arc	2023	no
rtk2024	孤	orphan	2024	no
rtk2025	繭	cocoon	2025	no
rtk2026	益	benefit	2026	yes
rtk2027	暇	spare time	2027	no
rtk2028	敷	spread	2028	yes
rtk2029	来	come	2029	no
rtk2030	気	spirit	2030	yes
rtk2031	汽	vapor	2031	yes
rtk2032	飛	fly	2032	no
rtk2033	沈	sink	2033	no
rtk2034	枕	pillow	2034	no
rtk2035	妻	wife	2035	no
rtk2036	凄	nifty	2036	no
rtk2037	衰	decline	2037	no
rtk2038	衷	inmost	2038	no
rtk2039	面	mask	2039	no
rtk2040	麺	noodles	2040	no
rtk2041	革	leather	2041	no
rtk2042	靴	shoes	2042	yes
rtk2043	覇	hegemony	2043	no
rtk2044	声	voice	2044	no
rtk2045	眉	eyebrow	2045	no
rtk2046	呉	give	2046	no
rtk2047	娯	recreation	2047	no
rtk2048	誤	mistake	2048	no
rtk2049	蒸	steam	2049	no
rtk2050	承	acquiesce	2050	no
rtk2051	函	bin	2051	no
rtk2052	極	poles	2052	no
rtk2053	牙	tusk	2053	no
rtk2054	芽	bud	2054	no
rtk2055	邪	wicked	2055	no
rtk2056	雅	gracious	2056	no
rtk2057	釈	interpretation	2057	no
rtk2058	番	turn	2058	no
rtk2059	審	hearing	2059	yes
rtk2060	翻	flip	2060	no
rtk2061	藩	clan	2061	no
rtk2062	毛	fur	2062	no
rtk2063	耗	decrease	2063	no
rtk2064	尾	tail	2064	no
rtk2065	宅	home	2065	yes
rtk2066	託	consign	2066	no
rtk2067	為	do	2067	no
rtk2068	偽	falsehood	2068	yes
rtk2069	畏	apprehensive	2069	no
rtk2070	長	long	2070	no
rtk2071	張	lengthen	2071	no
rtk2072	帳	notebook	2072	no
rtk2073	脹	dilate	2073	no
rtk2074	髪	hair of the head	2074	no
rtk2075	展	unfold	2075	no
rtk2076	喪	miss	2076	no
rtk2077	巣	nest	2077	no
rtk2078	単	simple	2078	no
rtk2079	戦	war	2079	no
rtk2080	禅	zen	2080	no
rtk2081	弾	bullet	2081	no
rtk2082	桜	cherry tree	2082	no
rtk2083	獣	animal	2083	no
rtk2084	脳	brain	2084	no
rtk2085	悩	trouble	2085	yes
rtk2086	厳	stern	2086	yes
rtk2087	鎖	chain	2087	yes
rtk2088	挙	raise	2088	no
rtk2089	誉	reputation	2089	no
rtk2090	猟	game hunting	2090	yes
rtk2091	鳥	bird	2091	no
rtk2092	鳴	chirp	2092	no
rtk2093	鶴	crane	2093	yes
rtk2094	烏	crow	2094	no
rtk2095	蔦	vine	2095	no
rtk2096	鳩	pigeon	2096	no
rtk2097	鶏	chicken	2097	no
rtk2098	島	island	2098	no
rtk2099	暖	warmth	2099	no
rtk2100	媛	beautiful woman	2100	no
rtk2101	援	abet	2101	yes
rtk2102	緩	slacken	2102	no
rtk2103	属	belong	2103	no
rtk2104	嘱	entrust	2104	no
rtk2105	偶	accidentally	2105	yes
rtk2106	遇	interview	2106	no
rtk2107	愚	foolish	2107	no
rtk2108	隅	corner	2108	yes
rtk2109	逆	inverted	2109	yes
rtk2110	塑	model	2110	yes
rtk2111	遡	go upstream	2111	yes
rtk2112	岡	mount	2112	yes
rtk2113	鋼	steel	2113	yes
rtk2114	綱	hawser	2114	yes
rtk2115	剛	sturdy	2115	yes
rtk2116	缶	tin can	2116	no
rtk2117	陶	pottery	2117	yes
rtk2118	揺	swing	2118	yes
rtk2119	謡	noh chanting	2119	no
rtk2120	鬱	gloom	2120	no
rtk2121	就	concerning	2121	no
rtk2122	蹴	kick	2122	no
rtk2123	懇	sociable	2123	yes
rtk2124	墾	groundbreaking	2124	yes
rtk2125	貌	countenance	2125	no
rtk2126	免	excuse	2126	no
rtk2127	逸	elude	2127	no
rtk2128	晩	nightfall	2128	no
rtk2129	勉	exertion	2129	no
rtk2130	象	elephant	2130	no
rtk2131	像	statue	2131	yes
rtk2132	馬	horse	2132	no
rtk2133	駒	pony	2133	no
rtk2134	験	verification	2134	no
rtk2135	騎	equestrian	2135	no
rtk2136	駐	parking	2136	no
rtk2137	駆	drive	2137	no
rtk2138	駅	station	2138	no
rtk2139	騒	boisterous	2139	no
rtk2140	駄	burdensome	2140	no
rtk2141	驚	wonder	2141	yes
rtk2142	篤	fervent	2142	yes
rtk2143	罵	insult	2143	yes
rtk2144	騰	inflation	2144	yes
rtk2145	虎	tiger	2145	no
rtk2146	虜	captive	2146	yes
rtk2147	膚	skin	2147	no
rtk2148	虚	void	2148	no
rtk2149	戯	frolic	2149	no
rtk2150	虞	uneasiness	2150	no
rtk2151	慮	prudence	2151	no
rtk2152	劇	drama	2152	yes
rtk2153	虐	tyrannize	2153	no
rtk2154	鹿	deer	2154	no
rtk2155	麓	foot of a mountain	2155	no
rtk2156	薦	recommend	2156	no
rtk2157	慶	jubilation	2157	no
rtk2158	麗	lovely	2158	no
rtk2159	熊	bear	2159	no
rtk2160	能	ability	2160	no
rtk2161	態	attitude	2161	no
rtk2162	寅	sign of the tiger	2162	yes
rtk2163	演	performance	2163	yes
rtk2164	辰	sign of the dragon	2164	no
rtk2165	辱	embarrass	2165	no
rtk2166	震	quake	2166	no
rtk2167	振	shake	2167	yes
rtk2168	娠	with child	2168	no
rtk2169	唇	lips	2169	no
rtk2170	農	agriculture	2170	no
